Company Name,Slogan,Amount Raised,Year,Stage,Business Model,Image URL,Full Description,PDF URL,Investors,About,Industry,Tags,Customer Model,Website,Legal Name,Type
Feesheh,Feesheh offers a wide variety of musical instruments from leading brands. Feesheh raised $270K in 2014 with this deck.,$270K,2014,Seed,B2C,https://logo.clearbit.com/feesheh.com,The first dedicated online store for Musical Instruments and Pro Audio in the Middle East. We started in 2012 with the goal of offering the biggest variety and the best prices for amateurs and musicians alike. Rock on with Feesheh.,https://www.slideshare.net/slideshow/embed_code/key/dT9x1iYSDOImCT,VC,Feesheh offers a wide variety of musical instruments from leading brands.,Retail,"Retail, Music",B2C,feesheh.com,Feesheh,ST
Shiplyst,"Shyplist is a managed marketplace for ocean freight that buys, sells, and expedites shipments globally. Shiplyst raised $150K in 2020 with this deck.",$150K,2020,Pre-Seed,B2B2C,https://logo.clearbit.com/shiplyst.com,"Get instant ocean freight quotes for your FCL and LCL shipments from top freight forwarders and shipping lines to worldwide destinations. Book containers online, track the shipment from pickup to delivery and settle your invoices.",https://www.slideshare.net/slideshow/embed_code/key/ek6w1c0mo0dvjz,VC,"Shyplist is a managed marketplace for ocean freight that buys, sells, and expedites shipments globally.",Logistics,"Logistics, Transportation",B2B2C,shiplyst.com,Shiplyst,ST
Fingertips Lab,Fingertips Lab has developed a ground breaking algorithm that allows users to interact with mobile applications in a new way. Fingertips Lab raised Undisclosed in 2017 with this deck.,Undisclosed,2017,Seed,B2C,,"Fingertips Lab Inc offers a device to stay connected to mobile phones. The Company connects via bluetooth to various smartphones, allowing users to use touch, voice, and gestures to control various applications, and listen and respond to messages. Fingertips Lab serves customers worldwide.",https://www.slideshare.net/slideshow/embed_code/key/6Oc8b4QzhuAzDN,Unknown,Fingertips Lab has developed a ground breaking algorithm that allows users to interact with mobile applications in a new way.,IoT,"IoT, Hardware, IT",B2C,FingertipsLab.com,Fingertips Lab,ST
Verbit,"Verbit is a transcription and captioning platform that uses smart AI and algorithms to turn video into real-time, on-demand captions. Verbit raised $23M in 2019 with this deck.",$23M,2019,Series A,"B2C, B2B",https://logo.clearbit.com/verbit.ai,"Verbit Software Ltd provides software solutions. The Company develops AI applications for distributing large audio files to human transcribers quickly, while maintaining congruence via automation. Verbit Software serves customers in Israel and the United States.",https://www.slideshare.net/slideshow/embed_code/key/JSEc8fGIjKvd58,VC,"Verbit is a transcription and captioning platform that uses smart AI and algorithms to turn video into real-time, on-demand captions.",Machine Learning,"Machine Learning, AI, IT, Productivity","B2C, B2B",verbit.ai,Verbit,ST
Renetec,Renetec is a full service R&D and product development firm that creates intuitive interfaces to keep users safe and equipment running at optimal levels. Renetec raised Undisclosed in 2019 with this deck.,Undisclosed,2019,Seed,B2B,https://logo.clearbit.com/renetec.io,"Renetec provides one-stop solution for embedded interface development with JavaScript, CSS, HTML. We offer hardware for prototyping, web-based UI development framework, cloud platform for device management.",https://www.slideshare.net/slideshow/embed_code/key/NiVyVAvNXZRjJH,Unknown,Renetec is a full service R&D and product development firm that creates intuitive interfaces to keep users safe and equipment running at optimal levels.,IoT,"IoT, Hardware, Software, IT",B2B,renetec.io,Renetec,ST
UXCam,UXCam provides an all-in-one suite of products to help designers build beautiful and successful apps. UXCam raised $100K in 2014 with this deck.,$100K,2014,Seed,B2B,https://logo.clearbit.com/uxcam.com,"UXCam is an experience analytics solution for mobile apps. Session Replay, Heatmaps, Funnel Analytics and Quantitative Analytics make UXCam a complete enterprise analytics solution for deeply understanding user behavior. Book a short demo today.",https://www.slideshare.net/slideshow/embed_code/key/EpownmHbulaph1,Unknown,UXCam provides an all-in-one suite of products to help designers build beautiful and successful apps.,Analytics,"Analytics, Big Data",B2B,uxcam.com,UXCam,ST
Butlr,Butlr’s sensor captures human dynamics through monitoring and AI. Butlr raised Undisclosed in 2020 with this deck.,Undisclosed,2020,Seed,B2B2C,https://logo.clearbit.com/butlr.io,"The worldâs only 100% wireless, anonymous people counting and occupancy detection platform.",https://www.slideshare.net/slideshow/embed_code/key/lGr5TSYAPS6Rxh,Unknown,Butlrâs sensor captures human dynamics through monitoring and AI.,IoT,"IoT, AI, Software, Analytics, Robotics",B2B2C,butlr.io,Butlr,ST
Synapse Mx,SynapseMX brings together a network of aircraft owners and operators to help improve aircraft availability. Synapse Mx raised Undisclosed in 2016 with this deck.,Undisclosed,2016,Seed,B2B,https://logo.clearbit.com/synapsemx.com,We help aircraft maintenance teams improve their velocity and coordination ð â¤ï¸âï¸ #avgeek #avmro #aviation #defense,https://www.slideshare.net/slideshow/embed_code/key/6c3G5aQVReeu91,Unknown,SynapseMX brings together a network of aircraft owners and operators to help improve aircraft availability.,Software,"Software, Productivity, AI",B2B,synapsemx.com,Synapse Mx,ST
ZIO Studios,"ZIO Studios creates interactive, 3D-driven content for a wide variety of uses, including video games, virtual worlds, and other immersive experiences. ZIO Studios raised $1.3M in 2011 with this deck.",$1.3M,2011,Series A,B2C,,"Zio Rentals and Studio Services have joined forces, creating one company for all of your production needs: Zio Studio Services. Call us today +1818-504-2809",https://www.slideshare.net/slideshow/embed_code/key/azmRtBwJueJOnC,VC,"ZIO Studios creates interactive, 3D-driven content for a wide variety of uses, including video games, virtual worlds, and other immersive experiences.",Gaming,"Gaming, 3D Technology, Entertainment, Video",B2C,ziostudioservices.com,ZIO Studios,ST
FairFleet,FairFleet offers professional remote aerial inspections that show your customers what their project looks like from the sky. FairFleet raised Undisclosed in 2015 with this deck.,Undisclosed,2015,Pre-Seed,B2B,https://logo.clearbit.com/fairfleet360.com,"FairFleet is your full service partner for drone services. From aerial photos for real estate to inspections of roofs, fields or photovoltaic systems.",https://www.slideshare.net/slideshow/embed_code/key/pQF1IWdnpwWE7H,Unknown,FairFleet offers professional remote aerial inspections that show your customers what their project looks like from the sky.,Drone,"Drone, IoT, Robotics, Construction",B2B,fairfleet360.com,FairFleet,ST
MedStack,MedStack delivers patient-facing healthcare apps to market in days instead of months using the Cloud as a secure hosting environment. MedStack raised $450K in 2017 with this deck.,$450K,2017,Crowdfunding,B2B,https://logo.clearbit.com/medstack.co,"MedStack, Inc. designs and develops software. The Company offers builds and manages healthcare privacy compliance in cloud hosting tools. MedStack serves clients in the United States.",https://www.slideshare.net/slideshow/embed_code/key/e8QPI8RIRiQfGw,VC,MedStack delivers patient-facing healthcare apps to market in days instead of months using the Cloud as a secure hosting environment.,Healthcare,"Healthcare, Software, IT, Cloud",B2B,medstack.co,MedStack,ST
Mint,Mint helps you track all your finances in one place and get custom advice to help you save money. Mint raised $4.7M in 2007 with this deck.,$4.7M,2007,Series A,B2C,https://logo.clearbit.com/mint.com,"Mint was founded in 2006 by Aaron Patzer, and publicly launched in September 2007. First Round Capital and Intuit founder & CEO, Scott Cook, were among their first backers.
                    Since then, the app has tracked nearly $200B in transactions and identified over $300M in potential savings for its users. In this deck, Mint forecasted a market of 31M users; the app reached over 4M users before being shut down by Intuit. 
                    Even more presciently, this deck predicted Intuit as a potential acquirer. 13 years later, Mint exited to Intuit for $170M in 2020.",https://www.slideshare.net/slideshow/embed_code/key/8EQvmv1EdpdoHH,VC,Mint helps you track all your finances in one place and get custom advice to help you save money.,FinTech,"FinTech, Productivity, Analytics",B2C,mint.com,Mint,ST
SupplyHog,SupplyHog is an online platform for contractors to save time and money on products with personalized pricing and free shipping. SupplyHog raised $400K in 2012 with this deck.,$400K,2012,Seed,B2C,https://logo.clearbit.com/supplyhog.com,"Buy hardware and building supplies online.
Find tools, fasteners, and home and garden items nationwide. Purchase lumber, roofing, and siding locally.
All from one place.",https://www.slideshare.net/slideshow/embed_code/key/Klh84a6MFTV6J9,Unknown,SupplyHog is an online platform for contractors to save time and money on products with personalized pricing and free shipping.,Construction,Construction,B2C,supplyhog.com,SupplyHog,ST
Visionful,"Visionful allows cities to benefit from intelligent parking and mobility, reducing traffic and making roadways safer. Visionful raised $150K in 2019 with this deck.",$150K,2019,Pre-Seed,B2B2C,https://logo.clearbit.com/visionfulfill.com,"Vision Fulfill Digital Consulting is your partner in growth! We provide affordable, result-oriented consulting & marketing services driven by data and technology. Contact us today at 737-615-2370!",https://www.slideshare.net/slideshow/embed_code/key/GJRxctxjkscl4C,VC,"Visionful allows cities to benefit from intelligent parking and mobility, reducing traffic and making roadways safer.",Transportation,"Transportation, IoT, AI, Machine Learning, Software, Hardware, IT",B2B2C,visionfulfill.com,Visionful,ST
Hamama,"Hamama is the smart, easy, and affordable way to grow fresh microgreens at home all year round. Hamama raised $2M in 2020 with this deck.",$2M,2020,Seed,B2C,https://logo.clearbit.com/hamama.com,It's failproof. Just add water once!,https://www.slideshare.net/slideshow/embed_code/key/zWyksQg09hlxc7,Unknown,"Hamama is the smart, easy, and affordable way to grow fresh microgreens at home all year round.",Retail,"Retail, AgTech, Food",B2C,hamama.com,Hamama,ST
